alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.616453,-2.99337,2.48244,4.4537e-05,1.26779,1.51475,-0.357628,4352,7.25431
0.616453,-2.99337,2.48244,4.4537e-05,0.877176,1.0471,-0.010651,4299,8.50528
0.664048,-3,2.33916,1e-08,0.953167,0.749474,-0.155882,4322,5.29003
0.467512,-2.20719,2.82955,0.000248255,0.953167,0.749474,-0.155882,4344,7.53326
0.616453,-2.99337,2.48244,4.4537e-05,0.953167,0.749474,-0.155882,4393,11.1969
0.540763,-2.90396,2.30301,1e-08,0.953167,0.749474,-0.155882,4409,7.27984
0.369826,-1.51711,3.07394,0.000433639,0.953167,0.749474,-0.155882,4329,11.7791
0.592322,-3,2.36858,1e-08,3.49321,1.46729,0.0244697,4392,10.0995
0.592322,-3,2.36858,1e-08,6,1.30899,-0.105417,4307,7.42646
0.592322,-3,2.36858,1e-08,5.86917,0.856832,-0.450295,4335,8.57663
0.592322,-3,2.36858,1e-08,0.953167,0.749474,-0.155882,4390,9.69455
0.592322,-3,2.36858,1e-08,0.877176,1.0471,-0.010651,4268,12.4675
0.592322,-3,2.36858,1e-08,5.37204,0.560852,-0.752031,4553,10.7527
0.467512,-2.20719,2.82955,0.000248255,5.37204,0.560852,-0.752031,4588,7.65261
0.616453,-2.99337,2.48244,4.4537e-05,5.37204,0.560852,-0.752031,4565,8.08331
0.540763,-2.90396,2.30301,1e-08,5.37204,0.560852,-0.752031,4556,5.46008
0.369826,-1.51711,3.07394,0.000433639,5.37204,0.560852,-0.752031,4578,6.91805
0.478305,-1.86507,2.72259,0.000451974,3.49321,1.46729,0.0244697,4355,8.14109
0.478305,-1.86507,2.72259,0.000451974,6,1.30899,-0.105417,4284,10.1581
0.478305,-1.86507,2.72259,0.000451974,5.86917,0.856832,-0.450295,4292,7.36122
0.478305,-1.86507,2.72259,0.000451974,0.953167,0.749474,-0.155882,4326,9.79078
0.478305,-1.86507,2.72259,0.000451974,0.877176,1.0471,-0.010651,4268,11.1215
0.592322,-3,2.36858,1e-08,5.15397,2.52206,-0.500565,4547,6.04379
0.467512,-2.20719,2.82955,0.000248255,5.15397,2.52206,-0.500565,4550,5.57758
0.616453,-2.99337,2.48244,4.4537e-05,5.15397,2.52206,-0.500565,4513,7.38638
0.540763,-2.90396,2.30301,1e-08,5.15397,2.52206,-0.500565,4540,5.96343
0.369826,-1.51711,3.07394,0.000433639,5.15397,2.52206,-0.500565,4561,7.53715
0.403959,-2.49864,2.78369,1e-08,3.49321,1.46729,0.0244697,4347,9.39893
0.403959,-2.49864,2.78369,1e-08,6,1.30899,-0.105417,4383,10.479
0.403959,-2.49864,2.78369,1e-08,5.86917,0.856832,-0.450295,4443,8.83685
0.403959,-2.49864,2.78369,1e-08,0.953167,0.749474,-0.155882,4401,11.0197
0.403959,-2.49864,2.78369,1e-08,0.877176,1.0471,-0.010651,4374,10.8908
0.403959,-2.49864,2.78369,1e-08,2.63215,2.25988,-0.0475784,4505,8.5218
0.467512,-2.20719,2.82955,0.000248255,2.63215,2.25988,-0.0475784,4573,6.42474
0.616453,-2.99337,2.48244,4.4537e-05,2.63215,2.25988,-0.0475784,4529,8.08137
0.540763,-2.90396,2.30301,1e-08,2.63215,2.25988,-0.0475784,4510,6.84539
0.369826,-1.51711,3.07394,0.000433639,2.63215,2.25988,-0.0475784,4502,8.95736
0.468392,-1.90401,2.72707,0.000433639,3.49321,1.46729,0.0244697,4398,8.70255
0.468392,-1.90401,2.72707,0.000433639,6,1.30899,-0.105417,4280,9.72754
0.468392,-1.90401,2.72707,0.000433639,5.86917,0.856832,-0.450295,4412,8.98958
0.468392,-1.90401,2.72707,0.000433639,0.953167,0.749474,-0.155882,4336,9.10357
0.468392,-1.90401,2.72707,0.000433639,0.877176,1.0471,-0.010651,4207,12.8912
0.403959,-2.49864,2.78369,1e-08,1e-06,1e-06,0.697568,4790,0.780625
0.467512,-2.20719,2.82955,0.000248255,1e-06,1e-06,0.697568,4795,0.582961
0.616453,-2.99337,2.48244,4.4537e-05,1e-06,1e-06,0.697568,4786,0.927025
0.540763,-2.90396,2.30301,1e-08,1e-06,1e-06,0.697568,4791,0.788095
0.369826,-1.51711,3.07394,0.000433639,1e-06,1e-06,0.697568,4793,0.704339
0.499866,-2.42721,2.66537,0.000148433,3.49321,1.46729,0.0244697,4344,11.1299
0.499866,-2.42721,2.66537,0.000148433,6,1.30899,-0.105417,4320,9.30054
0.499866,-2.42721,2.66537,0.000148433,5.86917,0.856832,-0.450295,4257,12.6662
0.499866,-2.42721,2.66537,0.000148433,0.953167,0.749474,-0.155882,4362,10.9252
0.499866,-2.42721,2.66537,0.000148433,0.877176,1.0471,-0.010651,4308,8.33292
0.403959,-2.49864,2.78369,1e-08,2.52298,2.78878,-1,4757,1.793
0.467512,-2.20719,2.82955,0.000248255,2.52298,2.78878,-1,4758,1.76334
0.616453,-2.99337,2.48244,4.4537e-05,2.52298,2.78878,-1,4758,1.72753
0.540763,-2.90396,2.30301,1e-08,2.52298,2.78878,-1,4750,1.79844
0.369826,-1.51711,3.07394,0.000433639,2.52298,2.78878,-1,4762,1.49478
0.369826,-1.51711,3.07394,0.000433639,3.49321,1.46729,0.0244697,4366,7.77717
0.369826,-1.51711,3.07394,0.000433639,6,1.30899,-0.105417,4349,9.34223
0.369826,-1.51711,3.07394,0.000433639,5.86917,0.856832,-0.450295,4365,9.00152
0.369826,-1.51711,3.07394,0.000433639,0.953167,0.749474,-0.155882,4329,11.7791
0.369826,-1.51711,3.07394,0.000433639,0.877176,1.0471,-0.010651,4359,10.5769
0.403959,-2.49864,2.78369,1e-08,4.31444,3.74347,-0.602576,4678,2.73576
0.467512,-2.20719,2.82955,0.000248255,4.31444,3.74347,-0.602576,4634,5.19465
0.369826,-1.51711,3.07394,0.000433639,4.31444,3.74347,-0.602576,4659,4.61274
0.540763,-2.90396,2.30301,1e-08,4.31444,3.74347,-0.602576,4632,4.5
0.369826,-1.51711,3.07394,0.000433639,4.31444,3.74347,-0.602576,4659,4.61274
0.51785,-2.98599,2.31469,0.000291036,3.49321,1.46729,0.0244697,4362,7.3133
0.51785,-2.98599,2.31469,0.000291036,6,1.30899,-0.105417,4344,10.9829
0.51785,-2.98599,2.31469,0.000291036,5.86917,0.856832,-0.450295,4409,7.06195
0.51785,-2.98599,2.31469,0.000291036,0.953167,0.749474,-0.155882,4349,8.72653
0.51785,-2.98599,2.31469,0.000291036,0.877176,1.0471,-0.010651,4362,6.4019
0.403959,-2.49864,2.78369,1e-08,2.22592,5.6168,0.969512,4688,3.87298
0.467512,-2.20719,2.82955,0.000248255,2.22592,5.6168,0.969512,4705,3.2107
0.51785,-2.98599,2.31469,0.000291036,2.22592,5.6168,0.969512,4699,3.13685
0.540763,-2.90396,2.30301,1e-08,2.22592,5.6168,0.969512,4668,3.0104
0.369826,-1.51711,3.07394,0.000433639,2.22592,5.6168,0.969512,4687,3.74948
0.507351,-2.71868,2.61905,6.11255e-05,3.49321,1.46729,0.0244697,4400,8.88819
0.507351,-2.71868,2.61905,6.11255e-05,6,1.30899,-0.105417,4335,7.62782
0.507351,-2.71868,2.61905,6.11255e-05,5.86917,0.856832,-0.450295,4398,7.68013
0.507351,-2.71868,2.61905,6.11255e-05,0.953167,0.749474,-0.155882,4380,8.88468
0.507351,-2.71868,2.61905,6.11255e-05,0.877176,1.0471,-0.010651,4309,7.19999
0.403959,-2.49864,2.78369,1e-08,5.4508,3.00125,1,4629,3.27335
0.467512,-2.20719,2.82955,0.000248255,5.4508,3.00125,1,4615,9.07585
0.51785,-2.98599,2.31469,0.000291036,5.4508,3.00125,1,4615,6.45144
0.540763,-2.90396,2.30301,1e-08,5.4508,3.00125,1,4633,5.52233
0.507351,-2.71868,2.61905,6.11255e-05,5.4508,3.00125,1,4605,3.57454
0.536559,-2.08147,2.43819,0.000433639,3.49321,1.46729,0.0244697,4251,5.70875
0.536559,-2.08147,2.43819,0.000433639,6,1.30899,-0.105417,4360,6.86477
0.536559,-2.08147,2.43819,0.000433639,5.86917,0.856832,-0.450295,4349,8.64016
0.536559,-2.08147,2.43819,0.000433639,0.953167,0.749474,-0.155882,4306,13.5779
0.536559,-2.08147,2.43819,0.000433639,0.877176,1.0471,-0.010651,4214,6.05057
0.403959,-2.49864,2.78369,1e-08,3.12056,3.64695,1,4654,3.29536
0.467512,-2.20719,2.82955,0.000248255,3.12056,3.64695,1,4630,4.56721
0.51785,-2.98599,2.31469,0.000291036,3.12056,3.64695,1,4640,5.06211
0.540763,-2.90396,2.30301,1e-08,3.12056,3.64695,1,4657,3.39979
0.507351,-2.71868,2.61905,6.11255e-05,3.12056,3.64695,1,4629,5.18072
0.646157,-3,2.19909,1e-08,3.49321,1.46729,0.0244697,4298,8.83088
0.646157,-3,2.19909,1e-08,6,1.30899,-0.105417,4341,8.43148
0.646157,-3,2.19909,1e-08,5.86917,0.856832,-0.450295,4336,13.1101
0.646157,-3,2.19909,1e-08,0.953167,0.749474,-0.155882,4343,10.4101
0.646157,-3,2.19909,1e-08,0.877176,1.0471,-0.010651,4294,9.67519
0.403959,-2.49864,2.78369,1e-08,2.5015,5.62589,1,4706,2.54644
0.467512,-2.20719,2.82955,0.000248255,2.5015,5.62589,1,4686,4.42825
0.51785,-2.98599,2.31469,0.000291036,2.5015,5.62589,1,4685,3.44998
0.540763,-2.90396,2.30301,1e-08,2.5015,5.62589,1,4697,3.60501
0.507351,-2.71868,2.61905,6.11255e-05,2.5015,5.62589,1,4697,2.69186
0.419506,-1.97406,2.90488,0.000291036,3.49321,1.46729,0.0244697,4347,10.2024
0.419506,-1.97406,2.90488,0.000291036,6,1.30899,-0.105417,4270,10.529
0.419506,-1.97406,2.90488,0.000291036,5.86917,0.856832,-0.450295,4349,7.97824
0.419506,-1.97406,2.90488,0.000291036,0.953167,0.749474,-0.155882,4371,12.6946
0.419506,-1.97406,2.90488,0.000291036,0.877176,1.0471,-0.010651,4299,10.1348
0.403959,-2.49864,2.78369,1e-08,1.3943,4.45883,0.910215,4679,3.93651
0.467512,-2.20719,2.82955,0.000248255,1.3943,4.45883,0.910215,4672,2.76134
0.51785,-2.98599,2.31469,0.000291036,1.3943,4.45883,0.910215,4678,2.93417
0.540763,-2.90396,2.30301,1e-08,1.3943,4.45883,0.910215,4697,3.69068
0.507351,-2.71868,2.61905,6.11255e-05,1.3943,4.45883,0.910215,4670,3.90312
0.567681,-2.96932,2.27647,1e-08,3.49321,1.46729,0.0244697,4412,8.47423
0.567681,-2.96932,2.27647,1e-08,6,1.30899,-0.105417,4385,9.92767
0.567681,-2.96932,2.27647,1e-08,5.86917,0.856832,-0.450295,4356,11.2444
0.567681,-2.96932,2.27647,1e-08,0.953167,0.749474,-0.155882,4385,9.39727
0.567681,-2.96932,2.27647,1e-08,0.877176,1.0471,-0.010651,4315,10.1163
0.403959,-2.49864,2.78369,1e-08,2.52298,2.78878,-1,4757,1.793
0.467512,-2.20719,2.82955,0.000248255,2.52298,2.78878,-1,4758,1.76334
0.51785,-2.98599,2.31469,0.000291036,2.52298,2.78878,-1,4756,1.75
0.540763,-2.90396,2.30301,1e-08,2.52298,2.78878,-1,4750,1.79844
0.567681,-2.96932,2.27647,1e-08,2.52298,2.78878,-1,4746,1.49478
0.408928,-1.98365,2.99131,0.000203728,3.49321,1.46729,0.0244697,4402,8.27553
0.408928,-1.98365,2.99131,0.000203728,6,1.30899,-0.105417,4419,7.51015
0.408928,-1.98365,2.99131,0.000203728,5.86917,0.856832,-0.450295,4386,7.63933
0.408928,-1.98365,2.99131,0.000203728,0.953167,0.749474,-0.155882,4353,7.9173
0.408928,-1.98365,2.99131,0.000203728,0.877176,1.0471,-0.010651,4284,10.9116
0.403959,-2.49864,2.78369,1e-08,4.80456,1e-06,-0.627973,4666,5.95688
0.467512,-2.20719,2.82955,0.000248255,4.80456,1e-06,-0.627973,4650,5.23062
0.408928,-1.98365,2.99131,0.000203728,4.80456,1e-06,-0.627973,4678,4.62162
0.540763,-2.90396,2.30301,1e-08,4.80456,1e-06,-0.627973,4649,3.7578
0.567681,-2.96932,2.27647,1e-08,4.80456,1e-06,-0.627973,4693,4.86979
0.280029,-2.09442,3.08067,1e-08,3.49321,1.46729,0.0244697,4427,8.12187
0.280029,-2.09442,3.08067,1e-08,6,1.30899,-0.105417,4354,8.70255
0.280029,-2.09442,3.08067,1e-08,5.86917,0.856832,-0.450295,4418,8.88028
0.280029,-2.09442,3.08067,1e-08,0.953167,0.749474,-0.155882,4408,9.97497
0.280029,-2.09442,3.08067,1e-08,0.877176,1.0471,-0.010651,4380,8.84237
0.403959,-2.49864,2.78369,1e-08,5.21938,1e-06,-1,4757,1.44563
0.467512,-2.20719,2.82955,0.000248255,5.21938,1e-06,-1,4760,1.41421
0.408928,-1.98365,2.99131,0.000203728,5.21938,1e-06,-1,4772,1.43614
0.280029,-2.09442,3.08067,1e-08,5.21938,1e-06,-1,4774,1.21835
0.567681,-2.96932,2.27647,1e-08,5.21938,1e-06,-1,4756,1.19896
0.496271,-2.29419,2.85885,0.000291036,3.49321,1.46729,0.0244697,4367,8.06589
0.496271,-2.29419,2.85885,0.000291036,6,1.30899,-0.105417,4362,8.46223
0.496271,-2.29419,2.85885,0.000291036,5.86917,0.856832,-0.450295,4314,7.55707
0.496271,-2.29419,2.85885,0.000291036,0.953167,0.749474,-0.155882,4353,10.207
0.496271,-2.29419,2.85885,0.000291036,0.877176,1.0471,-0.010651,4335,8.08137
0.403959,-2.49864,2.78369,1e-08,1.81665,1.79524,1,4495,7.7739
0.467512,-2.20719,2.82955,0.000248255,1.81665,1.79524,1,4494,7.3133
0.408928,-1.98365,2.99131,0.000203728,1.81665,1.79524,1,4464,9.9373
0.280029,-2.09442,3.08067,1e-08,1.81665,1.79524,1,4531,8.2175
0.567681,-2.96932,2.27647,1e-08,1.81665,1.79524,1,4532,8.91277
0.52324,-2.94578,2.8347,1e-08,3.49321,1.46729,0.0244697,4411,6.25219
0.52324,-2.94578,2.8347,1e-08,6,1.30899,-0.105417,4369,10.2803
0.52324,-2.94578,2.8347,1e-08,5.86917,0.856832,-0.450295,4276,8.45946
0.52324,-2.94578,2.8347,1e-08,0.953167,0.749474,-0.155882,4355,9.36228
0.52324,-2.94578,2.8347,1e-08,0.877176,1.0471,-0.010651,4396,9.37083
0.403959,-2.49864,2.78369,1e-08,4.90393,1e-06,-1,4755,1.33317
0.467512,-2.20719,2.82955,0.000248255,4.90393,1e-06,-1,4765,2.06817
0.408928,-1.98365,2.99131,0.000203728,4.90393,1e-06,-1,4766,1.83286
0.280029,-2.09442,3.08067,1e-08,4.90393,1e-06,-1,4774,1.21835
0.567681,-2.96932,2.27647,1e-08,4.90393,1e-06,-1,4756,1.19896
0.437565,-1.53514,3.02468,0.000637357,3.49321,1.46729,0.0244697,4296,9.86788
0.437565,-1.53514,3.02468,0.000637357,6,1.30899,-0.105417,4279,9.93082
0.437565,-1.53514,3.02468,0.000637357,5.86917,0.856832,-0.450295,4312,11.6565
0.437565,-1.53514,3.02468,0.000637357,0.953167,0.749474,-0.155882,4336,8.71063
0.437565,-1.53514,3.02468,0.000637357,0.877176,1.0471,-0.010651,4221,10.0201
0.403959,-2.49864,2.78369,1e-08,4.78799,0.307737,-0.503763,4574,5.09749
0.467512,-2.20719,2.82955,0.000248255,4.78799,0.307737,-0.503763,4522,6.05057
0.408928,-1.98365,2.99131,0.000203728,4.78799,0.307737,-0.503763,4542,8.02243
0.280029,-2.09442,3.08067,1e-08,4.78799,0.307737,-0.503763,4571,7.31197
0.567681,-2.96932,2.27647,1e-08,4.78799,0.307737,-0.503763,4495,5.85735
0.612288,-2.68109,2.51198,0.000291036,3.49321,1.46729,0.0244697,4393,8.58755
0.612288,-2.68109,2.51198,0.000291036,6,1.30899,-0.105417,4295,6.94594
0.612288,-2.68109,2.51198,0.000291036,5.86917,0.856832,-0.450295,4302,9.53202
0.612288,-2.68109,2.51198,0.000291036,0.953167,0.749474,-0.155882,4308,10.1088
0.612288,-2.68109,2.51198,0.000291036,0.877176,1.0471,-0.010651,4293,12.1281
0.403959,-2.49864,2.78369,1e-08,1e-06,0.517821,0.846248,4782,1.61536
0.467512,-2.20719,2.82955,0.000248255,1e-06,0.517821,0.846248,4792,0.790569
0.408928,-1.98365,2.99131,0.000203728,1e-06,0.517821,0.846248,4790,0.856957
0.280029,-2.09442,3.08067,1e-08,1e-06,0.517821,0.846248,4787,0.807678
0.567681,-2.96932,2.27647,1e-08,1e-06,0.517821,0.846248,4789,0.768013
0.643114,-3,2.21436,8.73179e-05,3.49321,1.46729,0.0244697,4374,9.36666
0.643114,-3,2.21436,8.73179e-05,6,1.30899,-0.105417,4291,10.23
0.643114,-3,2.21436,8.73179e-05,5.86917,0.856832,-0.450295,4382,9.67519
0.643114,-3,2.21436,8.73179e-05,0.953167,0.749474,-0.155882,4329,8.46292
0.643114,-3,2.21436,8.73179e-05,0.877176,1.0471,-0.010651,4356,7.36122
0.403959,-2.49864,2.78369,1e-08,3.56332,5.4462,-0.199982,4677,3.58327
0.467512,-2.20719,2.82955,0.000248255,3.56332,5.4462,-0.199982,4663,4.56849
0.408928,-1.98365,2.99131,0.000203728,3.56332,5.4462,-0.199982,4679,3.63952
0.280029,-2.09442,3.08067,1e-08,3.56332,5.4462,-0.199982,4713,2.95738
0.567681,-2.96932,2.27647,1e-08,3.56332,5.4462,-0.199982,4684,4.13068
0.664048,-3,2.33916,1e-08,3.49321,1.46729,0.0244697,4320,10.5475
0.664048,-3,2.33916,1e-08,6,1.30899,-0.105417,4339,8.79075
0.664048,-3,2.33916,1e-08,5.86917,0.856832,-0.450295,4315,8.05232
0.664048,-3,2.33916,1e-08,0.953167,0.749474,-0.155882,4322,5.29003
0.664048,-3,2.33916,1e-08,0.877176,1.0471,-0.010651,4242,9.80354
0.403959,-2.49864,2.78369,1e-08,5.64916,1e-06,0.140239,4592,5.38516
0.467512,-2.20719,2.82955,0.000248255,5.64916,1e-06,0.140239,4596,5.37936
0.408928,-1.98365,2.99131,0.000203728,5.64916,1e-06,0.140239,4588,5.9108
0.280029,-2.09442,3.08067,1e-08,5.64916,1e-06,0.140239,4633,5.63437
0.567681,-2.96932,2.27647,1e-08,5.64916,1e-06,0.140239,4579,4.54448
0.458035,-2.59151,2.52732,1e-08,3.49321,1.46729,0.0244697,4426,9.78439
0.458035,-2.59151,2.52732,1e-08,6,1.30899,-0.105417,4333,6.94819
0.458035,-2.59151,2.52732,1e-08,5.64916,1e-06,0.140239,4579,4.77256
0.458035,-2.59151,2.52732,1e-08,0.953167,0.749474,-0.155882,4343,7.92124
0.458035,-2.59151,2.52732,1e-08,0.877176,1.0471,-0.010651,4364,8.48896
0.403959,-2.49864,2.78369,1e-08,2.69838,2.62503,-1,4755,2.40361
0.467512,-2.20719,2.82955,0.000248255,2.69838,2.62503,-1,4743,2.03005
0.458035,-2.59151,2.52732,1e-08,2.69838,2.62503,-1,4753,2.35767
0.280029,-2.09442,3.08067,1e-08,2.69838,2.62503,-1,4766,1.36359
0.567681,-2.96932,2.27647,1e-08,2.69838,2.62503,-1,4745,1.96751
0.326328,-1.41464,3.24388,0.000494755,3.49321,1.46729,0.0244697,4328,8.31414
0.326328,-1.41464,3.24388,0.000494755,6,1.30899,-0.105417,4373,7.808
0.326328,-1.41464,3.24388,0.000494755,5.64916,1e-06,0.140239,4624,4.58258
0.326328,-1.41464,3.24388,0.000494755,0.953167,0.749474,-0.155882,4341,10.6696
0.326328,-1.41464,3.24388,0.000494755,0.877176,1.0471,-0.010651,4303,7.75781
0.403959,-2.49864,2.78369,1e-08,1.43724,6,1,4707,3.44998
0.467512,-2.20719,2.82955,0.000248255,1.43724,6,1,4703,2.90407
0.458035,-2.59151,2.52732,1e-08,1.43724,6,1,4721,1.88642
0.280029,-2.09442,3.08067,1e-08,1.43724,6,1,4694,3.27634
0.326328,-1.41464,3.24388,0.000494755,1.43724,6,1,4708,3.52668
0.300664,-1.86795,2.54966,2.62024e-05,3.49321,1.46729,0.0244697,4402,8.5504
0.300664,-1.86795,2.54966,2.62024e-05,6,1.30899,-0.105417,4335,11.2109
0.300664,-1.86795,2.54966,2.62024e-05,5.64916,1e-06,0.140239,4597,3.36747
0.300664,-1.86795,2.54966,2.62024e-05,0.953167,0.749474,-0.155882,4351,10.6094
0.300664,-1.86795,2.54966,2.62024e-05,0.877176,1.0471,-0.010651,4305,8.5328
0.403959,-2.49864,2.78369,1e-08,5.32496,0.454043,0.0325694,4450,9.08897
0.300664,-1.86795,2.54966,2.62024e-05,5.32496,0.454043,0.0325694,4447,8.87038
0.458035,-2.59151,2.52732,1e-08,5.32496,0.454043,0.0325694,4430,12.1597
0.280029,-2.09442,3.08067,1e-08,5.32496,0.454043,0.0325694,4438,11.0106
0.326328,-1.41464,3.24388,0.000494755,5.32496,0.454043,0.0325694,4457,8.2232
0.571705,-2.80843,2.46092,0.000229921,3.49321,1.46729,0.0244697,4375,8.69604
0.571705,-2.80843,2.46092,0.000229921,6,1.30899,-0.105417,4346,8.92241
0.571705,-2.80843,2.46092,0.000229921,5.32496,0.454043,0.0325694,4439,9.42051
0.571705,-2.80843,2.46092,0.000229921,0.953167,0.749474,-0.155882,4395,5.10782
0.571705,-2.80843,2.46092,0.000229921,0.877176,1.0471,-0.010651,4318,13.2988
0.403959,-2.49864,2.78369,1e-08,4.59195,0.645119,-1,4721,2.53645
0.300664,-1.86795,2.54966,2.62024e-05,4.59195,0.645119,-1,4714,2.49687
0.458035,-2.59151,2.52732,1e-08,4.59195,0.645119,-1,4708,1.88746
0.280029,-2.09442,3.08067,1e-08,4.59195,0.645119,-1,4723,2.92016
0.326328,-1.41464,3.24388,0.000494755,4.59195,0.645119,-1,4701,2.65091
0.586801,-2.74179,2.62081,0.000142613,3.49321,1.46729,0.0244697,4383,6.99526
0.586801,-2.74179,2.62081,0.000142613,6,1.30899,-0.105417,4359,7.92124
0.586801,-2.74179,2.62081,0.000142613,5.32496,0.454043,0.0325694,4413,7.13459
0.586801,-2.74179,2.62081,0.000142613,0.953167,0.749474,-0.155882,4389,8.96325
0.586801,-2.74179,2.62081,0.000142613,0.877176,1.0471,-0.010651,4320,10.5771
0.403959,-2.49864,2.78369,1e-08,4.03947,1e-06,0.12208,4581,5.34695
0.300664,-1.86795,2.54966,2.62024e-05,4.03947,1e-06,0.12208,4614,4.51214
0.458035,-2.59151,2.52732,1e-08,4.03947,1e-06,0.12208,4609,3.4905
0.280029,-2.09442,3.08067,1e-08,4.03947,1e-06,0.12208,4616,5.91608
0.326328,-1.41464,3.24388,0.000494755,4.03947,1e-06,0.12208,4613,5.03387
0.662207,-2.63579,2.50274,0.000352152,3.49321,1.46729,0.0244697,4232,7.81825
0.662207,-2.63579,2.50274,0.000352152,6,1.30899,-0.105417,4136,9.87421
0.662207,-2.63579,2.50274,0.000352152,5.32496,0.454043,0.0325694,4314,9.91763
0.662207,-2.63579,2.50274,0.000352152,0.953167,0.749474,-0.155882,4201,11.6456
0.662207,-2.63579,2.50274,0.000352152,0.877176,1.0471,-0.010651,4113,14.8259
0.403959,-2.49864,2.78369,1e-08,1.6293,2.62061,-0.0189886,4568,8.0545
0.300664,-1.86795,2.54966,2.62024e-05,1.6293,2.62061,-0.0189886,4592,6.81909
0.458035,-2.59151,2.52732,1e-08,1.6293,2.62061,-0.0189886,4563,7.43487
0.280029,-2.09442,3.08067,1e-08,1.6293,2.62061,-0.0189886,4541,6.13615
0.326328,-1.41464,3.24388,0.000494755,1.6293,2.62061,-0.0189886,4557,4.86337
0.558458,-2.2751,2.90189,0.00047642,3.49321,1.46729,0.0244697,4336,8.0545
0.558458,-2.2751,2.90189,0.00047642,6,1.30899,-0.105417,4256,7.03562
0.558458,-2.2751,2.90189,0.00047642,5.32496,0.454043,0.0325694,4493,7.16082
0.558458,-2.2751,2.90189,0.00047642,0.953167,0.749474,-0.155882,4285,8.67625
0.558458,-2.2751,2.90189,0.00047642,0.877176,1.0471,-0.010651,4323,12.4259
0.403959,-2.49864,2.78369,1e-08,3.85429,1.51014,0.530564,4442,7.77717
0.300664,-1.86795,2.54966,2.62024e-05,3.85429,1.51014,0.530564,4405,8.1526
0.458035,-2.59151,2.52732,1e-08,3.85429,1.51014,0.530564,4416,7.46659
0.280029,-2.09442,3.08067,1e-08,3.85429,1.51014,0.530564,4476,10.9801
0.326328,-1.41464,3.24388,0.000494755,3.85429,1.51014,0.530564,4405,8.66544
0.50337,-2.2902,2.51534,0.000229921,3.49321,1.46729,0.0244697,4322,13.2988
0.50337,-2.2902,2.51534,0.000229921,6,1.30899,-0.105417,4379,7.00641
0.50337,-2.2902,2.51534,0.000229921,3.85429,1.51014,0.530564,4480,10.0933
0.50337,-2.2902,2.51534,0.000229921,0.953167,0.749474,-0.155882,4359,9.70804
0.50337,-2.2902,2.51534,0.000229921,0.877176,1.0471,-0.010651,4288,9.25338
0.403959,-2.49864,2.78369,1e-08,6,0.554003,-1,4711,2.99935
0.300664,-1.86795,2.54966,2.62024e-05,6,0.554003,-1,4705,1.51941
0.458035,-2.59151,2.52732,1e-08,6,0.554003,-1,4720,2.5
0.280029,-2.09442,3.08067,1e-08,6,0.554003,-1,4720,2.85044
0.326328,-1.41464,3.24388,0.000494755,6,0.554003,-1,4701,1.87812
0.454992,-2.20082,2.89677,2.62024e-05,3.49321,1.46729,0.0244697,4396,10.9001
0.454992,-2.20082,2.89677,2.62024e-05,6,1.30899,-0.105417,4329,10.7469
0.454992,-2.20082,2.89677,2.62024e-05,3.85429,1.51014,0.530564,4471,8.72474
0.454992,-2.20082,2.89677,2.62024e-05,0.953167,0.749474,-0.155882,4376,10.4583
0.454992,-2.20082,2.89677,2.62024e-05,0.877176,1.0471,-0.010651,4323,10.0076
0.403959,-2.49864,2.78369,1e-08,0.35606,3.17125,0.0921293,4582,6.44084
0.300664,-1.86795,2.54966,2.62024e-05,0.35606,3.17125,0.0921293,4602,6.19349
0.458035,-2.59151,2.52732,1e-08,0.35606,3.17125,0.0921293,4593,6.64707
0.280029,-2.09442,3.08067,1e-08,0.35606,3.17125,0.0921293,4625,5.65098
0.326328,-1.41464,3.24388,0.000494755,0.35606,3.17125,0.0921293,4600,5.32682
0.796502,-3,2.08425,6.11255e-05,3.49321,1.46729,0.0244697,4210,11.6398
0.796502,-3,2.08425,6.11255e-05,6,1.30899,-0.105417,4097,11.4862
0.796502,-3,2.08425,6.11255e-05,3.85429,1.51014,0.530564,4321,10.2863
0.796502,-3,2.08425,6.11255e-05,0.953167,0.749474,-0.155882,4214,12.0202
0.796502,-3,2.08425,6.11255e-05,0.877176,1.0471,-0.010651,4155,12.7511
0.403959,-2.49864,2.78369,1e-08,1e-06,3.60275,-0.109232,4791,0.788095
0.300664,-1.86795,2.54966,2.62024e-05,1e-06,3.60275,-0.109232,4784,0.707107
0.458035,-2.59151,2.52732,1e-08,1e-06,3.60275,-0.109232,4794,0.599479
0.280029,-2.09442,3.08067,1e-08,1e-06,3.60275,-0.109232,4792,0.612372
0.326328,-1.41464,3.24388,0.000494755,1e-06,3.60275,-0.109232,4791,0.704339
0.569778,-3,2.23802,1e-08,3.49321,1.46729,0.0244697,4392,9.72754
0.569778,-3,2.23802,1e-08,6,1.30899,-0.105417,4349,9.77381
0.569778,-3,2.23802,1e-08,3.85429,1.51014,0.530564,4416,9.23309
0.569778,-3,2.23802,1e-08,0.953167,0.749474,-0.155882,4344,8.47054
0.569778,-3,2.23802,1e-08,0.877176,1.0471,-0.010651,4382,9.38
0.403959,-2.49864,2.78369,1e-08,1.24296,1e-06,0.818433,4585,5.57863
0.300664,-1.86795,2.54966,2.62024e-05,1.24296,1e-06,0.818433,4584,3.44601
